0,88
0,95
0,87
0,87
0,91
0,92
0,87
0,85
0,94
0,84
0,92
0,90
0,92
0,88
0,93
0,90
0,90
0,78
0,92
0,77
0,82
0,89
0,95
0,98
0,85
0,83
0,92
0,96
0,84
0,94
0,99
0,99
0,76
0,92
0,79
0,82
0,88
0,84
0,86
0,84
0,93
0,96
0,70
0,94
0,97
0,88
0,96
1,00
0,97
0,94
0,90
0,89
0,95
0,91
0,95
0,82
0,91
0,91
0,89
0,95
0,92
0,85
0,85
0,90
0,90
0,89
0,87
0,85
0,89
0,89
0,80
0,81
0,88
0,80
0,68
0,63
0,96
0,91
0,95
0,88
0,98
0,82
0,92
0,88
0,85
0,93
0,85
0,88
0,85
0,93
0,86
0,92
0,85
0,97
0,85
0,79
0,98
0,81
0,69
0,57
0,75
0,74
0,89
0,97
0,82
0,96
0,86
0,79
0,79
0,68
0,91
0,95
0,89
0,98
0,89
0,85
0,93
0,91
0,95
0,97
0,92
0,93
0,95
0,98
0,96
0,91
0,87
0,83
0,94
0,77
